Ligand,SMILES,MMGBSA_5,MMGBSA_7,Energy,CNNaffinity,log Kp (cm/s),#H-bond donors,10nM score no_adme,MMPBSA,MMGBSA_2,MMGBSA_8,CNNscore,CNN_VS,CNNaffinity_variance,XLOGP3,Veber #violations,MLOGP,Silicos-IT LogSw,PAINS #alerts,Ali Solubility (mg/ml),Brenk #alerts,Silicos-IT Solubility (mg/ml),#Heavy atoms,Ali Log S,#Aromatic heavy atoms,Synthetic Accessibility,Silicos-IT Solubility (mol/l),#H-bond acceptors,Fraction Csp3,Bioavailability Score,MW,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),Silicos-IT Log P,Ali Solubility (mol/l),Egan #violations,Muegge #violations,TPSA,MR,Leadlikeness #violations,Consensus Log P,ESOL Log S,#Rotatable bonds,iLOGP,WLOGP,Ghose #violations,Lipinski #violations
Z215607078,C[C@@H](OC(=O)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1)c1nc2ccccc2c(=O)[nH]1,-46.5681,-40.1282,-12.29728,7.7551054955,-7.6,1.0,0.9082077239447643,-27.3062,-44.8653,-30.4884,0.9566036463,7.4185624123,0.1234195605,2.36,0.0,3.45,-6.04,0.0,0.0159,0.0,0.000448,35.0,-4.49,19.0,3.96,9.18e-07,10.0,0.36,0.55,487.43,0.0215,4.42e-05,2.53,3.27e-05,0.0,0.0,118.37,121.35,1.0,2.96,-4.35,6.0,3.13,3.35,1.0,0.0
Z8174589437,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(S(=O)(=O)C2CCC2)CC1,-61.6214,-55.4568,-13.27474,7.7035245895,-7.73,1.0,0.9080251286292195,-33.6366,-54.9488,-53.0566,0.9214245081,7.0982165337,0.0388247669,2.15,0.0,2.64,-6.81,0.0,0.0359,0.0,7.52e-05,34.0,-4.13,16.0,3.6,1.55e-07,7.0,0.38,0.55,484.54,0.0342,7.06e-05,3.27,7.4e-05,0.0,0.0,111.82,133.98,1.0,2.82,-4.15,6.0,3.03,3.03,2.0,0.0
Z8174666931,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(Cc2cnco2)CC1,-59.8691,-51.9227,-12.96556,7.5648183823,-7.66,1.0,0.907885536285333,-29.1735,-54.2469,-43.7845,0.9491977096,7.1805081367,0.043840304,1.93,0.0,2.2,-7.81,0.0,0.124,0.0,6.96e-06,33.0,-3.56,21.0,3.38,1.56e-08,7.0,0.25,0.55,447.46,0.0557,0.000124,4.0,0.000278,0.0,0.0,95.33,127.25,1.0,2.67,-3.91,6.0,3.1,2.11,0.0,0.0
Z106113330,Cc1cccc2c(=O)[nH]c(CN3CCN(S(=O)(=O)c4ccc5c(c4)OCCCO5)CC3)nc12,-47.3687,-36.8595,-11.90707,7.4072608948,-7.88,1.0,0.9077396133375966,-22.3067,-39.4748,-34.6151,0.9173310995,6.7949109077,0.0276597477,1.82,0.0,1.34,-6.42,0.0,0.0717,0.0,0.000181,33.0,-3.82,16.0,3.72,3.84e-07,8.0,0.39,0.55,470.54,0.0472,0.0001,2.56,0.000152,0.0,0.0,113.21,131.32,1.0,2.13,-4.0,4.0,2.85,2.07,1.0,0.0
Z6284751897,CC(=O)Nc1ccccc1-c1cn(-c2cccc3c2CN([C@H]2CCC(=O)NC2=O)C3=O)nn1,-36.6992,-30.0024,-12.21381,7.4927773476,-8.7,2.0,0.9074916431464362,-9.9328,-35.5906,-30.5787,0.9677676558,7.2512674332,0.0451481864,0.44,0.0,1.59,-6.1,0.0,0.973,1.0,0.000351,33.0,-2.66,17.0,3.89,7.89e-07,6.0,0.22,0.55,444.44,0.529,0.00119,1.4,0.00219,0.0,0.0,126.29,125.2,1.0,1.28,-2.92,5.0,2.43,0.55,0.0,0.0
Z15968907,O=C1c2ccccc2C(=O)N1CSc1nnc(Cn2cnc3ccccc32)n1-c1ccccc1Cl,-45.3856,-40.984,-12.64957,7.8141684532,-6.18,0.0,0.9046342334749982,-19.3868,-43.4387,-33.8547,0.9099751115,7.1106987,0.1567139626,4.48,0.0,4.22,-8.3,0.0,0.000146,1.0,2.52e-06,35.0,-6.54,26.0,3.51,5.02e-09,5.0,0.08,0.17,500.96,0.000599,1.2e-06,3.31,2.91e-07,0.0,0.0,111.21,136.93,2.0,3.83,-5.92,6.0,2.83,4.28,2.0,2.0
Z8485184839,C[C@@H]1[C@@H](C)N(C(=O)c2n[nH]c(=O)c3ccccc23)CCN1C(=O)c1n[nH]c2ccccc12,-44.8988,-38.1818,-13.17145,7.2146692276,-7.26,2.0,0.9045129130321539,-22.7662,-42.1759,-33.8603,0.8553816676,6.1712956429,0.1289728731,2.35,0.0,2.15,-6.15,0.0,0.0169,0.0,0.000303,32.0,-4.41,19.0,3.61,7.03e-07,5.0,0.26,0.55,430.46,0.0295,6.84e-05,2.54,3.93e-05,0.0,0.0,115.05,127.47,1.0,2.06,-4.16,4.0,1.85,1.41,0.0,0.0
Z4924289032,Cc1ccc(C)c(S(=O)(=O)Nc2ccc(NC(=O)CCn3c(=O)[nH]c(=O)c4ccccc43)cc2)c1,-61.4877,-52.7438,-12.23258,7.8489494324,-7.39,3.0,0.902642950924314,-37.9462,-55.7292,-53.0052,0.967686832,7.5953249931,0.0723168179,2.69,0.0,2.63,-8.74,0.0,0.00276,0.0,8.9e-07,35.0,-5.25,22.0,3.38,1.81e-09,5.0,0.16,0.55,492.55,0.0147,2.98e-05,3.22,5.61e-06,1.0,0.0,138.51,135.78,2.0,3.02,-4.53,8.0,2.72,3.84,2.0,0.0
Z84961669,Cc1cc(F)ccc1S(=O)(=O)Nc1ccc(C(=O)N(C)Cc2nc3ccccc3c(=O)[nH]2)cc1,-59.089,-51.5085,-12.66984,7.7200613022,-7.19,2.0,0.9014649541031424,-29.6813,-53.1727,-47.1425,0.9640886188,7.44282341,0.1533818096,2.87,0.0,2.56,-8.83,0.0,0.00416,0.0,7.06e-07,34.0,-5.06,22.0,3.18,1.47e-09,6.0,0.12,0.55,480.51,0.0109,2.27e-05,3.56,8.67e-06,0.0,0.0,120.61,126.79,1.0,3.3,-4.64,7.0,2.9,4.6,1.0,0.0
Z29016340,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1cccc(S(=O)(=O)/N=C2/CCCCCN2)c1,-55.5417,-44.4981,-12.31307,7.3221664429,-7.77,3.0,0.9009468704244735,-23.4465,-48.9438,-40.0246,0.8304768801,6.0808901787,0.0510586724,1.83,1.0,2.88,-7.71,0.0,0.017,1.0,8.9e-06,32.0,-4.43,16.0,3.63,1.96e-08,6.0,0.27,0.55,453.51,0.0755,0.000166,3.1,3.74e-05,1.0,0.0,141.76,126.58,1.0,2.75,-3.78,6.0,3.09,2.86,0.0,0.0
Z8427097024,O=C(Cc1ccc2[nH]nnc2c1)NC[C@H]1CCCCCN1C(=O)c1ccc2[nH]nnc2n1,-37.9094,-30.9113,-12.44368,7.3403577805,-7.87,3.0,0.9003684292833275,-0.2353,-36.2117,-26.0708,0.8687651157,6.3770465851,0.1179378256,1.51,1.0,1.77,-6.25,0.0,0.0291,0.0,0.000245,32.0,-4.17,18.0,3.58,5.65e-07,7.0,0.38,0.55,433.47,0.16,0.000369,1.93,6.72e-05,1.0,0.0,145.44,119.97,1.0,1.43,-3.43,7.0,0.95,0.99,0.0,1.0
Z8264659570,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCC[C@@H]1c1nn[nH]n1,-50.0038,-44.844,-12.56974,7.8535170555,-7.43,2.0,0.8991320741326004,-28.4061,-47.4307,-39.5758,0.9481056333,7.4459638596,0.057713069,2.13,0.0,3.43,-7.38,0.0,0.0221,0.0,1.8e-05,32.0,-4.29,21.0,3.71,4.16e-08,7.0,0.27,0.56,433.44,0.0409,9.44e-05,3.73,5.1e-05,0.0,0.0,120.52,118.12,1.0,2.68,-4.02,5.0,1.83,2.25,0.0,0.0
Z3396334827,CN1CCn2nc(NC(=O)NCC[C@@H]3CN(c4ncnc5[nH]ncc45)c4ccccc43)cc2C1,-37.7565,-29.1832,-11.96872,7.3491806984,-8.18,3.0,0.8979235749411345,-7.5361,-33.5286,-20.2576,0.821683526,6.0387005806,0.1221331134,1.29,0.0,2.24,-6.15,0.0,0.179,0.0,0.000323,34.0,-3.41,20.0,4.25,7.05e-07,6.0,0.35,0.55,458.52,0.156,0.00034,0.43,0.000391,0.0,0.0,119.89,134.88,1.0,1.36,-3.47,7.0,1.5,1.34,1.0,1.0
Z212733664,O=C(CCc1ccc(-c2ccccc2F)o1)N1CCN(Cc2nc3ccccc3c(=O)[nH]2)CC1,-47.8438,-40.8157,-12.2713,7.6781668663,-7.14,1.0,0.8966773254272058,-23.0089,-44.5224,-34.7268,0.9406657219,7.2225885391,0.1145871058,2.78,0.0,2.58,-8.57,0.0,0.0313,0.0,1.23e-06,34.0,-4.17,21.0,3.63,2.68e-09,6.0,0.27,0.55,460.5,0.0167,3.62e-05,4.97,6.8e-05,0.0,0.0,82.44,134.83,1.0,3.28,-4.44,7.0,2.98,3.11,1.0,0.0
Z3396339097,C[C@H]1Oc2ccccc2O[C@H]1C(=O)NCC[C@H]1CN(c2ncnc3[nH]ncc23)c2ccccc21,-47.2249,-40.1693,-12.35476,7.6128816605,-6.54,2.0,0.8959632584697977,-16.0242,-43.6441,-32.8971,0.9394077659,7.1516003609,0.0727110654,3.59,0.0,2.13,-7.49,0.0,0.00149,0.0,1.46e-05,34.0,-5.49,21.0,4.38,3.21e-08,6.0,0.28,0.55,456.5,0.00464,1.02e-05,2.73,3.26e-06,0.0,0.0,105.26,129.34,2.0,2.81,-4.99,6.0,2.67,2.94,0.0,0.0
Z26519202,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1cccc(S(=O)(=O)N2CCCCCC2)c1,-55.2523,-45.9123,-12.32055,7.5279426575,-7.81,2.0,0.8955548585649112,-24.4434,-48.265,-40.9923,0.9426423311,7.0961575508,0.0962364599,1.78,0.0,2.19,-7.36,0.0,0.0533,0.0,1.98e-05,32.0,-3.93,16.0,3.46,4.35e-08,6.0,0.35,0.55,454.54,0.0933,0.000205,3.04,0.000117,0.0,0.0,120.61,127.8,1.0,2.65,-3.69,7.0,2.69,3.57,0.0,0.0
Z4921677116,Cc1[nH]ncc1C(=O)NC[C@H]1CC2(CCOCC2)CN1C(=O)c1cc2ccccc2c(=O)[nH]1,-58.3667,-48.9451,-12.89994,7.300260067,-8.1,3.0,0.8935608594770296,-43.587,-53.8852,-41.8866,0.9103999138,6.646156311,0.0324798301,1.32,0.0,1.46,-6.63,0.0,0.161,0.0,0.000105,33.0,-3.44,15.0,4.11,2.33e-07,5.0,0.42,0.55,449.5,0.179,0.000399,3.42,0.000359,0.0,0.0,120.18,126.26,1.0,1.98,-3.4,6.0,2.09,1.62,0.0,0.0
Z8264622447,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(Cc2c[nH]cn2)CC1,-47.9498,-41.5629,-12.6031,7.5896439552,-7.85,2.0,0.8931030428726772,-24.6361,-43.7882,-32.6057,0.9519380927,7.2248711586,0.0159108546,1.65,0.0,2.2,-7.8,0.0,0.213,0.0,7e-06,33.0,-3.32,21.0,3.3,1.57e-08,6.0,0.25,0.55,446.48,0.0846,0.000189,4.13,0.000478,0.0,0.0,97.98,129.34,1.0,2.53,-3.72,6.0,2.83,1.84,0.0,0.0
Z4670406934,O=C(CCn1c(=O)[nH]c(=O)c2ccccc21)Nc1ccc(NS(=O)(=O)c2cccc(F)c2)cc1,-56.827,-47.5976,-12.0942,7.6916441917,-7.78,3.0,0.8930183873516981,-36.3084,-51.7261,-47.8681,0.977524519,7.5187706947,0.0671504438,2.06,0.0,2.59,-8.26,0.0,0.0122,0.0,2.66e-06,34.0,-4.6,22.0,3.17,5.51e-09,6.0,0.09,0.55,482.48,0.0401,8.32e-05,2.58,2.53e-05,1.0,0.0,138.51,125.8,2.0,2.66,-4.08,8.0,2.28,3.78,1.0,0.0
Z2858888830,Cn1cc(C(=O)O)c(CN(C(=O)OCC2c3ccccc3-c3ccccc32)[C@@H]2CCC[C@@H](NC(=O)OC(C)(C)C)C2)n1,-54.128,-49.6213,-12.91444,7.8576073647,-6.5,2.0,0.8924814637058716,-19.238,-51.5936,-39.9677,0.8048398495,6.3241157532,0.2261009663,4.65,1.0,3.32,-6.97,0.0,6.31e-05,1.0,6.16e-05,42.0,-6.96,17.0,5.06,1.07e-07,7.0,0.44,0.56,574.67,0.000831,1.45e-06,3.24,1.1e-07,0.0,0.0,122.99,157.65,3.0,4.11,-5.84,12.0,3.78,5.55,3.0,1.0
Z1268289573,Cc1cc(C2=CCN(C(=O)CCn3c(=O)[nH]c(=O)c4ccccc43)CC2)cc([N+](=O)[O-])c1N,-57.7707,-51.4048,-12.83582,7.7361478806,-7.63,2.0,0.8921098166242675,-38.7403,-54.3299,-47.0728,0.9253444672,7.1586017609,0.0604959913,1.99,1.0,1.85,-5.35,0.0,0.0089,3.0,0.002,33.0,-4.7,16.0,3.68,4.45e-06,5.0,0.26,0.55,449.46,0.0645,0.000144,1.08,1.98e-05,1.0,0.0,147.01,131.63,1.0,1.8,-3.84,6.0,2.26,1.82,1.0,0.0
Z222948730,O=C(CCn1c(=O)[nH]c(=O)c2ccccc21)N1CCC[C@H](c2nnc3ccc(C(F)(F)F)cn23)C1,-42.5776,-36.6437,-12.49207,7.5552277565,-7.51,1.0,0.8905309945374541,-14.4992,-40.9377,-34.7963,0.8695287108,6.5694875717,0.0964750722,2.47,0.0,3.28,-6.13,0.0,0.0229,0.0,0.000364,35.0,-4.33,19.0,3.93,7.48e-07,8.0,0.35,0.55,486.45,0.0186,3.82e-05,2.83,4.71e-05,0.0,0.0,105.36,124.67,1.0,2.97,-4.42,6.0,2.94,3.32,1.0,0.0
Z17499622,Cc1c(O)ccc2c(CSc3nnc4n(Cc5ccccc5)c(=O)c5ccccc5n34)cc(=O)oc12,-46.053,-41.312,-12.89719,7.6088013649,-6.57,1.0,0.8903320428091412,-23.6094,-43.7283,-37.1105,0.8535113335,6.4941983223,0.0560458191,3.89,0.0,3.99,-8.9,0.0,0.000264,1.0,6.19e-07,36.0,-6.27,29.0,3.81,1.25e-09,6.0,0.11,0.55,496.54,0.00115,2.32e-06,4.26,5.32e-07,0.0,0.0,127.93,139.74,2.0,3.97,-5.64,5.0,3.37,4.35,2.0,0.0
Z145981616,Cc1ccc(S(=O)(=O)Nc2cccc(C(=O)N3CCC(n4c(=O)[nH]c5ccccc54)CC3)c2)cc1,-53.2106,-45.3529,-12.5133,7.5564756393,-6.73,2.0,0.8882669631903561,-22.3125,-46.4011,-39.534,0.89235425,6.7430529594,0.1017544046,3.61,0.0,2.9,-7.67,0.0,0.00107,0.0,1.06e-05,35.0,-5.66,21.0,3.32,2.16e-08,4.0,0.23,0.55,490.57,0.00307,6.25e-06,2.72,2.17e-06,0.0,0.0,112.65,139.54,2.0,3.32,-5.2,6.0,2.96,4.43,2.0,0.0
Z32662851,O=C(Nc1cc(S(=O)(=O)Nc2ccc(Cl)cc2)ccc1N1CCCC1)c1n[nH]c(=O)c2ccccc12,-45.192,-37.9326,-12.51284,7.4118285179,-6.86,3.0,0.8846425222004577,-23.404,-40.8901,-34.8574,0.8257257938,6.1201381683,0.1409916431,3.72,0.0,2.5,-9.1,0.0,0.000333,0.0,4.14e-07,36.0,-6.2,22.0,3.46,7.91e-10,5.0,0.16,0.55,523.99,0.00198,3.78e-06,3.2,6.36e-07,1.0,0.0,132.64,143.34,2.0,3.38,-5.42,7.0,2.93,4.55,2.0,1.0
Z8346701942,Nc1ccc(Cl)c(-c2cn(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)nn2)c1,-36.9214,-32.2669,-12.81412,7.3923139572,-8.11,2.0,0.8828395055076584,-17.5036,-35.3666,-29.4476,0.944727838,6.9837245941,0.0923623443,1.21,0.0,2.07,-5.98,0.0,0.176,2.0,0.000457,31.0,-3.39,17.0,3.67,1.05e-06,5.0,0.19,0.55,436.85,0.132,0.000303,1.66,0.000403,0.0,0.0,123.21,120.3,1.0,1.64,-3.52,3.0,2.25,1.03,0.0,0.0
Z3396332970,O=C(NCC[C@@H]1CN(c2ncnc3[nH]ncc23)c2ccccc21)Nc1ccc2c(c1)S(=O)(=O)CC2,-36.0102,-30.9819,-12.61429,7.416703701,-7.62,3.0,0.8827376159997223,-5.3482,-33.1685,-21.2913,0.902500093,6.6935758591,0.2277540267,2.34,1.0,2.9,-8.03,0.0,0.00552,0.0,4.59e-06,35.0,-4.95,21.0,4.22,9.38e-09,6.0,0.25,0.55,489.55,0.0228,4.66e-05,1.96,1.13e-05,1.0,0.0,141.35,134.5,1.0,2.56,-4.33,7.0,1.96,3.64,2.0,0.0
Z4916836432,O=C(CCn1c(=O)[nH]c(=O)c2ccccc21)N1CCc2cc(NS(=O)(=O)c3cc(Cl)ccc3F)ccc21,-57.8938,-51.3843,-12.90051,7.6554059982,-7.55,2.0,0.8825106791275719,-32.5494,-52.5433,-45.8523,0.8469551206,6.4837851524,0.1856977195,2.9,0.0,3.47,-8.64,0.0,0.00282,0.0,1.24e-06,37.0,-5.28,22.0,3.43,2.29e-09,6.0,0.16,0.55,542.97,0.00529,9.74e-06,3.6,5.19e-06,0.0,0.0,129.72,141.5,1.0,3.37,-5.01,7.0,2.69,4.19,2.0,1.0
Z3396341780,O=C(NCC[C@H]1CN(c2ncnc3[nH]ncc23)c2ccccc21)c1cc(N2CCCC2=O)ccc1F,-39.7668,-35.6115,-12.42162,7.7228775024,-7.23,2.0,0.878236739574733,-22.1881,-37.4282,-27.0856,0.8491706252,6.5580406189,0.0737947673,2.86,0.0,3.04,-8.12,0.0,0.00828,0.0,3.7e-06,36.0,-4.77,21.0,3.86,7.62e-09,6.0,0.27,0.55,485.51,0.0116,2.39e-05,3.37,1.7e-05,0.0,0.0,107.11,138.85,1.0,3.06,-4.62,7.0,2.69,3.33,2.0,0.0
Z4916836447,Cc1c(Cl)cccc1S(=O)(=O)Nc1ccc2c(c1)CCN2C(=O)CCn1c(=O)[nH]c(=O)c2ccccc21,-64.1966,-58.2088,-12.25707,8.2085037231,-7.34,2.0,0.8775973640617338,-39.0876,-58.5363,-58.0324,0.9711179137,7.9714250565,0.0874099508,3.17,0.0,3.04,-8.75,0.0,0.00147,0.0,9.52e-07,37.0,-5.56,22.0,3.53,1.77e-09,5.0,0.19,0.55,539.0,0.00376,6.97e-06,3.7,2.72e-06,0.0,0.0,129.72,146.51,1.0,3.39,-5.16,7.0,3.09,3.94,2.0,1.0
Z8416259311,Cc1cc(C(=O)N[C@@H]2CN(C(=O)c3cnc4[nH]nnc4c3)C3(CCC3)C2)cc2nn[nH]c12,-34.8853,-29.1657,-12.54934,7.3049669266,-8.04,3.0,0.8768170594217332,-16.6811,-33.9001,-22.6282,0.8906920552,6.5064759254,0.1613523364,1.26,1.0,2.04,-6.09,0.0,0.0527,0.0,0.000352,32.0,-3.91,18.0,3.92,8.17e-07,7.0,0.38,0.55,431.45,0.174,0.000403,1.89,0.000122,1.0,0.0,145.44,118.27,1.0,1.56,-3.4,5.0,1.52,1.12,0.0,1.0
Z19370634,COc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1C(=O)OCC(=O)N1c2ccccc2NC(=O)C1(C)C,-56.6266,-47.9125,-12.5953,7.4497771263,-7.42,1.0,0.876070101114521,-32.0234,-52.1433,-46.8092,0.8559601903,6.3767127991,0.2877975404,3.14,0.0,2.09,-7.77,0.0,0.00153,0.0,9.38e-06,39.0,-5.55,18.0,3.92,1.71e-08,7.0,0.25,0.55,549.59,0.00502,9.14e-06,2.53,2.79e-06,0.0,0.0,130.7,153.66,2.0,2.81,-5.04,8.0,3.16,3.11,2.0,1.0
Z8416259049,O=C(N[C@H]1CN(C(=O)c2cccc3nn[nH]c23)C2(CCCC2)C1)c1ccc2[nH]nnc2n1,-35.2496,-31.2503,-12.49525,7.5765166283,-7.8,3.0,0.8752811024574924,-18.1131,-33.8877,-27.2282,0.8579608202,6.50035429,0.2417007685,1.59,1.0,2.04,-5.98,0.0,0.024,0.0,0.000452,32.0,-4.26,18.0,4.03,1.05e-06,7.0,0.38,0.55,431.45,0.108,0.000249,1.59,5.55e-05,1.0,0.0,145.44,118.11,1.0,1.47,-3.6,5.0,0.92,1.2,0.0,1.0
Z4916845098,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN3C(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)c(Cl)c1,-64.8801,-56.1137,-12.13583,7.8943657875,-7.34,2.0,0.8749323724873537,-46.1899,-59.5763,-49.9504,0.8602284193,6.7909579277,0.1385064721,3.17,0.0,3.31,-8.75,0.0,0.00147,0.0,9.52e-07,37.0,-5.56,22.0,3.51,1.77e-09,5.0,0.19,0.55,539.0,0.00376,6.97e-06,3.7,2.72e-06,0.0,0.0,129.72,146.51,1.0,3.4,-5.16,7.0,2.9,3.94,2.0,1.0
Z8174662774,C[C@H](C#N)C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,-56.2682,-51.5641,-13.07551,7.7463593483,-7.68,1.0,0.8735400015205775,-32.2025,-52.9948,-46.5021,0.9722238183,7.5311951637,0.0307627209,1.9,0.0,2.23,-6.51,0.0,0.0652,0.0,0.000137,33.0,-3.84,16.0,3.71,3.05e-07,6.0,0.29,0.55,447.46,0.0753,0.000168,3.85,0.000146,0.0,0.0,110.16,127.08,1.0,2.5,-3.77,6.0,2.74,1.76,0.0,0.0
Z8264647341,CC(=O)NC(C)(C)c1noc(-c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)n1,-51.9817,-46.6305,-12.63131,7.7651696205,-7.22,2.0,0.8733090306050548,-31.756,-50.1834,-41.7303,0.9533228278,7.4027132988,0.0519572496,2.33,0.0,2.99,-8.54,0.0,0.0185,0.0,1.23e-06,31.0,-4.36,21.0,3.65,2.91e-09,7.0,0.23,0.55,421.42,0.0397,9.42e-05,4.65,4.38e-05,0.0,0.0,113.77,112.15,1.0,3.23,-4.03,6.0,2.78,3.39,0.0,0.0
Z4878697898,O=C(C(=O)N1CCC(c2onc3c2CCCC3)CC1)N1CCC(c2onc3c2CCCC3)CC1,-52.2512,-45.5072,-12.51915,7.635725975,-6.65,0.0,0.8732906489709389,-29.3159,-49.9078,-38.3023,0.8065705299,6.1587514877,0.0973711982,3.51,0.0,2.14,-5.56,0.0,0.00338,1.0,0.00129,34.0,-5.14,10.0,4.34,2.77e-06,6.0,0.69,0.55,466.57,0.00687,1.47e-05,3.91,7.25e-06,0.0,0.0,92.68,133.55,2.0,3.29,-4.83,5.0,4.1,2.77,1.0,0.0
Z1929424157,O=C1NC(=O)[C@@]2(CCCN(C(=O)[C@H]3CN(Cc4nc5ccccc5c(=O)[nH]4)CCO3)C2)N1,-47.7071,-39.3561,-12.65214,7.2200317383,-9.68,3.0,0.8724087320586633,-9.7255,-44.3607,-32.2374,0.8588824868,6.2011590004,0.0549848303,-0.98,0.0,-0.47,-4.57,0.0,17.3,1.0,0.0117,32.0,-1.41,10.0,4.41,2.67e-05,7.0,0.48,0.55,440.45,5.29,0.012,0.69,0.0393,1.0,0.0,136.73,127.84,1.0,-0.21,-1.92,4.0,2.05,-2.35,1.0,1.0
Z8515969667,COc1cccc(OC2CN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)C2)c1,-45.9036,-39.9758,-12.74601,7.4533128738,-6.51,1.0,0.8699582075548526,-30.0343,-42.9443,-36.7416,0.8985899091,6.6974716187,0.2222003192,3.65,0.0,3.49,-8.57,0.0,0.00354,0.0,1.23e-06,34.0,-5.11,22.0,3.29,2.68e-09,6.0,0.19,0.55,459.47,0.00454,9.88e-06,5.06,7.7e-06,0.0,0.0,84.52,128.79,2.0,3.84,-5.01,7.0,3.38,3.6,0.0,0.0
Z3396331460,Cc1ncc2c(n1)CC[C@H](NC(=O)NCC[C@H]1CN(c3ncnc4[nH]ncc34)c3ccccc31)C2,-41.9606,-34.7076,-12.03163,7.5233664513,-7.29,3.0,0.8694912599996936,-16.9347,-38.9306,-26.9646,0.8923858404,6.713745594,0.1307976544,2.64,0.0,2.31,-8.1,0.0,0.00581,0.0,3.77e-06,35.0,-4.91,21.0,4.42,8.04e-09,6.0,0.36,0.55,469.54,0.0189,4.01e-05,2.51,1.24e-05,0.0,0.0,124.61,134.85,1.0,2.52,-4.4,7.0,2.61,2.55,1.0,0.0
Z102620544,NS(=O)(=O)c1ccc(N2CCOCC2)c(C(=O)N2CCC(C(=O)N3CCCCCC3)CC2)c1,-46.8737,-36.1788,-11.8083,7.2834916115,-8.62,1.0,0.8669020040455783,-14.7885,-40.9365,-28.4649,0.8052309752,5.8648929596,0.1445426196,0.85,0.0,0.73,-3.39,0.0,0.493,0.0,0.195,33.0,-2.99,6.0,3.44,0.000407,6.0,0.65,0.55,478.6,0.397,0.000829,0.69,0.00103,0.0,0.0,121.63,135.83,1.0,1.19,-3.08,6.0,2.32,1.36,1.0,0.0
Z6279896997,O=C1CC[C@H](N2C(=O)c3cccc(-n4cc(-c5cncc6ccccc56)nn4)c3C2=O)C(=O)N1,-42.3592,-37.8639,-12.78301,7.5222082138,-8.07,1.0,0.8643970331795395,-17.2429,-41.4847,-31.7433,0.8648194075,6.5053515434,0.1356089115,1.39,0.0,1.63,-6.9,0.0,0.0981,1.0,5.7e-05,34.0,-3.66,21.0,3.8,1.26e-07,7.0,0.12,0.55,452.42,0.0751,0.000166,1.85,0.000217,0.0,0.0,127.15,126.61,1.0,1.59,-3.78,3.0,1.99,1.12,0.0,0.0
Z8259609003,C[C@@H](N)C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,-54.1858,-50.5086,-13.70609,7.4871239662,-8.3,2.0,0.8643459537310535,-33.3424,-51.2725,-44.363,0.9393496513,7.0330271721,0.0215254016,0.94,0.0,2.09,-6.08,0.0,0.568,0.0,0.000364,32.0,-2.89,16.0,3.69,8.32e-07,6.0,0.3,0.55,437.47,0.333,0.000761,3.08,0.0013,0.0,0.0,112.39,125.23,1.0,1.87,-3.12,6.0,2.31,0.94,0.0,0.0
Z791941722,Cn1c(=O)c2ccccc2n2c(COC(=O)c3ccccc3Cc3nc4ccccc4c(=O)[nH]3)nnc12,-41.0268,-37.6868,-12.94537,7.5606513023,-7.7,1.0,0.8630006498857233,-27.8144,-39.1307,-35.2835,0.8496916294,6.4242219925,0.1841965616,2.26,0.0,3.19,-8.69,0.0,0.0154,0.0,1.01e-06,37.0,-4.51,29.0,3.54,2.06e-09,7.0,0.11,0.55,492.49,0.0155,3.15e-05,3.68,3.12e-05,0.0,0.0,124.24,137.16,1.0,2.89,-4.5,6.0,2.73,2.61,2.0,0.0
Z5232931949,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)N1CCc3cc(O)c(C)cc3C1)C(=O)OC2,-49.6194,-40.7278,-12.13041,7.431707859,-5.82,2.0,0.8621771406187803,-27.7045,-46.6322,-38.7073,0.8711800575,6.4743556976,0.2190912962,4.67,0.0,2.83,-6.51,0.0,0.000177,1.0,0.000143,34.0,-6.42,12.0,3.73,3.07e-07,6.0,0.41,0.55,465.54,0.00159,3.41e-06,5.62,3.81e-07,0.0,0.0,96.3,133.53,2.0,4.07,-5.47,7.0,3.66,3.56,1.0,0.0
